x	y	z	interp
0.0	0.0	0.0	0
-0.33486175846803634	0.04236068845216933	0.9413145992650666	0
0.46646142324810647	-0.13425701319253758	1.5128802961976755	0
0.5309521840551636	-0.20343389385291596	2.5083980011897196	0
0.3490786972504893	-0.8640738185571195	3.236736469681076	0
0.13251168299803123	-0.8243041325286583	2.261279089571123	0
0.17824319245669504	-0.9128146965231968	3.2563039682068284	0
-0.7150715464431652	-0.810868788304925	3.6940205535241164	0
-1.6848684941880487	-0.6883528542070889	3.9049322081021467	0
-2.1812843595469533	-0.5446616918244778	4.761042095016849	0
-2.0516579063505342	-1.4197825954678671	4.294822847625566	0
-1.8880324692053252	-1.618037863962765	5.261219021476154	0
-1.6703432916681513	-1.6802449174117535	6.235252750093589	0
-2.4242133964191965	-2.3358954129996494	6.1927993309380645	0
-1.5997002106202163	-2.6401427070714996	6.669885895927662	0
-2.527053025370682	-2.3027207205728004	6.831636197323549	0
-2.117964123905424	-2.754505672898853	6.038833177936202	0
-2.714913986453304	-2.9836723137468897	6.80768525234746	0
-2.7724845069533273	-2.1228727404241767	7.313362748125936	0
-2.4840627860748885	-2.280157850235506	6.368865895215796	0
-2.4436353757631126	-1.5476007377808145	7.0483699066002234	0
-1.8755841398402255	-1.5678957062475645	6.2256269895104355	0
-2.113733075083743	-1.729621995927133	7.183295873764727	0
-2.746256117527959	-1.6286341634957147	6.415366151408627	0
-1.7627016052633577	-1.4697039139258077	6.329565818218195	0
-2.4386735087834905	-0.7520975977987336	6.497205791690807	0
-1.6737467320330508	-0.14156484251801316	6.29193333630647	0
-2.3730139589652643	-0.2141897511576083	5.580771633187114	0
-1.6484019797527565	0.22102187717191135	6.115120131967171	0
-1.1155547959589696	0.3548348573802227	5.2795556730229185	0
-1.2825088563858997	0.3872387069823011	6.264987726610545	0
-0.8234680068844504	-0.49708301152762013	6.350173386557788	0
-0.7820117375242412	0.3730073495803512	6.841319129935183	0
-0.7119098445494938	1.3566688449136215	6.675500592973625	0
-1.4679765199747719	0.8030163082765354	7.0245450757930605	0
-2.1485428131185	0.27733637110641407	7.534927407279391	0
-2.197765797266962	0.26698830644387156	8.533661613857529	0
-2.600483016270676	-0.1910699812932362	7.741196190918923	0
-2.6825173460314655	-0.26764264545191135	6.747512641772445	0
-2.816039330707186	-0.4629830478605148	5.775908809547036	0
-2.037044966192601	-1.087446628714893	5.832592283691141	0
-2.8224423473845923	-1.1357703655735625	6.44969500615538	0
-3.720490790708542	-1.2949551133757051	6.0396106129988025	0
-4.097643627721923	-1.219378565621784	6.962672866025302	0
-3.902209365502315	-1.754257650902439	6.140657164666741	0
-3.736034392757162	-2.3343335933849176	6.938089155112454	0
-4.540190554101359	-2.3702904955310875	7.531418717295408	0
-4.923641515606268	-2.078320064479808	6.655223175471158	0
-4.99463529345534	-2.0072565764848047	7.650165316593294	0
-5.943644803710661	-2.3070202545444953	7.747749571271402	0
-6.5959845889301185	-2.8813390577160054	7.253168216039044	0
-6.333819768528783	-2.599045200614762	6.330357409217386	0
-5.8091409941444505	-3.3839999738880735	6.000875713783484	0
-5.129103087861518	-3.8670362409798815	5.449310295458207	0
-4.595645092849003	-4.027767536670226	6.279724660786102	0
-3.881416851636237	-3.6010528332213867	6.834515235070388	0
-3.801102732637856	-2.6153400461040923	6.686461381344896	0
-3.8427579925736084	-2.1171551917645326	7.552531061120349	0
-3.9970649776681864	-2.0431756922634285	6.567281657159815	0
-4.038473570451541	-2.0534820830141496	5.568192518617415	0
-4.665519136562751	-2.3342015715689817	4.841549258987364	0
-5.20811591415179	-3.1222813485186474	4.550827739121779	0
-5.178373901569608	-3.0532191933363486	5.5479966472858555	0
-5.972697255647398	-2.587942096763313	5.157397578455455	0
-5.7066694920528045	-2.2011001762200415	6.040337303186001	0
-6.657058768695701	-2.441853886266745	5.843365543938795	0
-7.028568233519421	-3.1249032707278435	6.472193227755043	0
-6.719116181647134	-2.719402359651878	7.332314404513641	0
-6.113060250736513	-2.857402553042863	8.115673935783997	0
-6.610246141632854	-2.801423983896657	8.981510288503122	0
-7.534046019418617	-2.780030864635693	8.599232745020254	0
-7.276048169202777	-2.72912306976339	7.634429394225262	0
-6.518756255063107	-2.633083628046687	6.9884530924823745	0
-5.566311265939284	-2.9373793256706993	7.004348723971406	0
-5.5494171919536175	-2.92042233458732	8.00406220828457	0
-5.7036123128740055	-2.9044101533228424	7.016151546971766	0
-5.941041163065236	-2.2685722398747625	7.750547685931431	0
-5.600622314291592	-2.6056261368987346	6.872760879297507	0
-5.46760309592055	-2.2801286761304436	7.808900447191821	0
-4.577811100957286	-2.450889803649065	7.385685557297971	0
-4.044891969422009	-3.0379019898296393	6.776248199959918	0
-4.331725137298399	-2.4042930827506632	6.057731333994907	0
-4.809877476226917	-1.839602987339207	6.73040914463042	0
-4.447261827820558	-2.1829127338114143	7.596808769231	0
-4.811279468756423	-2.6852790889254132	6.812513415211251	0
-4.720940726983827	-2.2607349797734795	5.9116242926665645	0
-4.607233875862351	-2.0980167865850134	4.931525551919735	0
-4.485093908038699	-3.070842291171158	4.73482180033693	0
-4.496628600193544	-2.164822215285838	5.157899302657312	0
-4.281860512286663	-1.925023690980072	4.2111304099714575	0
-4.515158343423616	-2.2528156005370126	3.295638964890834	0
-3.652973867039025	-2.5488810626068084	2.8845633382102602	0
-4.126462611261176	-2.1893468589149845	3.6886426660570946	0
-3.8755923586046483	-2.3939435654332675	2.7424902977707166	0
-2.9140321640269713	-2.5779423498541916	2.5386608604085876	0
-3.2205060197234916	-1.7653948987356225	3.034483828266295	0
-3.1959147168332804	-1.8341791534330607	4.031812256682872	0
-3.4224068685656195	-1.3680660131488498	3.1765696912910135	0
-2.9553177128949755	-2.1744157719014265	2.8137642513999532	0
-2.7215011846766295	-1.2994588886673288	2.389759199999392	0
-2.642561003413151	-1.089540514448192	1.415232276847813	0
-2.9092868992706302	-1.6486936413692017	2.2002195870213486	0
-3.5239267378757018	-1.7344427719133737	1.4160863359661149	0
-3.4126425054675327	-0.7576323809027289	1.2331730241734635	0
-3.8851799313314612	-0.22864315016626735	1.9380693108162141	0
-3.1954122003275485	-0.9522944879522233	1.961504723897915	0
-2.679985708350419	-0.18469789570044293	2.3424653556324873	0
-3.331216212900884	-0.09119832459819202	3.0955633971560603	0
-3.828644601957527	0.7286616594507794	3.3791028200159747	0
-3.7830140069143794	-0.26792613881251126	3.447882243892122	0
-3.941533895193477	-0.0947557164744087	2.475831087909462	0
-3.322044097821303	-0.1345350252377694	1.6918349160144122	0
